hotel_name,hotel_url,search_city,rating,latitude,longitude,description
EtC...Hôtel - Strasbourg Hyper Centre,https://www.booking.com/hotel/fr/des-francs-bourgeois.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF9zdHJhc2JvdXJnSDNYBGhNiAEBmAEJuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALOx4m9BsACAdICJGJhMDBiMzc0LWRlOTItNDEzOC05YjMyLWQ1ZmJlNWY3ZjJjYtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=661c85a7dd060271&srepoch=1738695632&from=searchresults,Strasbourg,7.7,48.58081452851831,7.7461861073970795,"EtC…Hôtel is in Strasbourg near the Petite France district. It offers modern guestrooms and a peaceful environment.

All of the guestrooms are equipped with private bathrooms, flat-screen cable TV and free Wi-Fi internet access. The entire hotel is non-smoking.

Breakfast is served daily in the pleasant dining area from 07:00 to 10:00.

The central location of the EtC...Hôtel puts you just 400 metres from the famous Strasbourg Cathedral located in the heart of the city."
Hôtel Tandem - Boutique Hôtel,https://www.booking.com/hotel/fr/ha-tel-nid-de-cigognes.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF9zdHJhc2JvdXJnSDNYBGhNiAEBmAEJuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALOx4m9BsACAdICJGJhMDBiMzc0LWRlOTItNDEzOC05YjMyLWQ1ZmJlNWY3ZjJjYtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=661c85a7dd060271&srepoch=1738695632&from_sustainable_property_sr=1&from=searchresults,Strasbourg,8.9,48.58383632696426,7.734948992729187,"Located opposite Strasbourg TGV Train Station, this eco-friendly Boutique Hotel is just 1.7 km from the city centre and a 5-minute walk from the picturesque Petite France district. The European Parliament is a 10-minute tram ride away and free WiFi is available throughout the property.

The air-conditioned rooms at Hôtel Tandem - Boutique Hôtel offer a TV, a desk and a private bathroom with a shower.

A buffet breakfast with home-made products only is served every morning at Hôtel Tandem - Boutique Hôtel and includes local organic produce with a selection hot and cold options. Guests can enjoy a drink from the bar or relax on the patio, which is an inside terrace.

Our wine selection is entirely bio-dynamic

Several working areas are available for business guests and there is also a lounge and library area.

Bike and tandem rental is available onsite and secure bike storage space is also available. Public parking is available nearby for a supplement."
Strasbourg Centre Epine,https://www.booking.com/hotel/fr/strasbourg-centre-epine.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF9zdHJhc2JvdXJnSDNYBGhNiAEBmAEJuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALOx4m9BsACAdICJGJhMDBiMzc0LWRlOTItNDEzOC05YjMyLWQ1ZmJlNWY3ZjJjYtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=661c85a7dd060271&srepoch=1738695632&from=searchresults,Strasbourg,9.2,48.5799874,7.7485332,"Located in the centre of Strasbourg, just 200 metres from Strasbourg History Museum and 1.3 km from St. Paul's Church, Strasbourg Centre Epine provides accommodation with inner courtyard views and free WiFi. The 4-star apartment is 400 metres from Strasbourg Cathedral. The property is non-smoking and is set 1.8 km from Jardin botanique de l'Université de Strasbourg.

This apartment is equipped with 1 bedroom, a kitchenette with a microwave and a fridge, a flat-screen TV, a seating area and 1 bathroom. Towels and bed linen are provided in the apartment. For added privacy, the accommodation features a private entrance.

European Parliament is 3.6 km from the apartment, while Strasbourg Exhibition Centre is 4.4 km away. Strasbourg International Airport is 11 km from the property."
Citadines Eurometropole Strasbourg,https://www.booking.com/hotel/fr/citadines-eurometropole-strasbourg.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF9zdHJhc2JvdXJnSDNYBGhNiAEBmAEJuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALOx4m9BsACAdICJGJhMDBiMzc0LWRlOTItNDEzOC05YjMyLWQ1ZmJlNWY3ZjJjYtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=661c85a7dd060271&srepoch=1738695632&from=searchresults,Strasbourg,8.5,48.60427412195041,7.7044611217040915,"Situated just 2.1 km from Zénith de Strasbourg, Citadines Eurometropole Strasbourg features accommodation in Strasbourg with access to a fitness centre, a bar, as well as a 24-hour front desk. The aparthotel provides a spa experience, with its spa facilities, wellness packages and beauty services. There is a sun terrace and guests can make use of free WiFi, free private parking and an electric vehicle charging station.

The aparthotel will provide guests with air-conditioned units offering a desk, a kettle, a microwave, a toaster, a safety deposit box, a flat-screen TV and a private bathroom with a shower. There is also a well-fitted kitchen in some of the units equipped with a dishwasher and oven. At the aparthotel, each unit has bed linen and towels.

Guests at the aparthotel can enjoy a continental breakfast, and breakfast in the room is also available. At Citadines Eurometropole Strasbourg, the restaurant is open for dinner, lunch and cocktails and specialises in French cuisine.

The area is popular for cycling and hiking, and bike hire is available at this 4-star aparthotel. Walking tours can be enjoyed nearby.

St. Paul's Church is 5.5 km from the accommodation, while Jardin botanique de l'Université de Strasbourg is 6 km from the property. Strasbourg International Airport is 13 km away."
Hotel Esplanade,https://www.booking.com/hotel/fr/esplanade.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF9zdHJhc2JvdXJnSDNYBGhNiAEBmAEJuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALOx4m9BsACAdICJGJhMDBiMzc0LWRlOTItNDEzOC05YjMyLWQ1ZmJlNWY3ZjJjYtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=661c85a7dd060271&srepoch=1738695632&from=searchresults,Strasbourg,7.4,48.58132734203915,7.769914269447327,"The Hotel Esplanade is located in the university area of Strasbourg.  It offers on-site bicycle rental and comfortable and contemporary rooms in a warm atmosphere.

All of the rooms are non-smoking and they include an LCD TV and free WiFi access. Each room has a private bathroom with free toiletries, and hairdryers can be borrowed at the reception. A breakfast buffet is available every morning from 06:30 to 10:00 in the hotel’s breakfast lounge.

The Strasbourg tramway station just in front of the Hotel Esplanade will take you directly to the new high-speed train station, the European Parliament and the international Entzheim-Strasbourg Airport (tramway + shuttle service).

The Strasbourg Cathedral is a 20-minute walk away. Free public parking is available nearby the hotel from 19:00 to 09:00."
AC Hotel by Marriott Strasbourg,https://www.booking.com/hotel/fr/ac-by-marriott-strasbourg.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF9zdHJhc2JvdXJnSDNYBGhNiAEBmAEJuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALOx4m9BsACAdICJGJhMDBiMzc0LWRlOTItNDEzOC05YjMyLWQ1ZmJlNWY3ZjJjYtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=661c85a7dd060271&srepoch=1738695632&from=searchresults,Strasbourg,8.6,48.59900335,7.761959941,"Situated conveniently in the Quartier Européen - Orangerie district of Strasbourg, AC Hotel by Marriott Strasbourg is set 100 metres from Strasbourg Exhibition Centre, 700 metres from European Parliament and 1.8 km from St. Paul's Church. With a terrace, the 4-star hotel has air-conditioned rooms with free WiFi, each with a private bathroom. Guests can enjoy French dishes at the restaurant or have a cocktail at the bar.

At the hotel, all rooms come with a wardrobe. The units in AC Hotel by Marriott Strasbourg are equipped with a flat-screen TV and free toiletries.

The breakfast offers buffet, American or vegetarian options.

Speaking German, English, Spanish and French at the 24-hour front desk, staff are always at hand to help.

Jardin botanique de l'Université de Strasbourg is 2.5 km from the accommodation, while Strasbourg Cathedral is 2.6 km away. Strasbourg International Airport is 13 km from the property."
Chambre Pastis,https://www.booking.com/hotel/fr/pastis-eguisheim.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9lZ3Vpc2hlaW1IM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4As7Hib0GwAIB0gIkZTA0Y2I2NTUtNzc0My00MGMwLWIzNjUtOTE5ZGM2MmNmZWE02AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=0dc785a70f0a0067&srepoch=1738695632&from=searchresults,Eguisheim,9.3,48.0424275,7.308131,"Offering a terrace and city view, Chambre Pastis is situated in Eguisheim, 6.1 km from House of the Heads and 6.6 km from Saint-Martin Collegiate Church. Among the facilities at this property are a shared kitchen and a shared lounge, along with free WiFi throughout the property. The property is non-smoking and is set 5.3 km from Colmar Train Station.

The bed and breakfast is fitted with a flat-screen TV. Towels and bed linen are offered in the bed and breakfast. The accommodation offers an air conditioning, a heating and a private bathroom.

Colmar Expo is 9.2 km from the bed and breakfast, while Le Haut Koenigsbourg Castle is 33 km from the property. EuroAirport Mulhouse Airport is 54 km away."
Gîte de charme sur les remparts,https://www.booking.com/hotel/fr/gite-de-charme-sur-les-remparts.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9lZ3Vpc2hlaW1IM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4As7Hib0GwAIB0gIkZTA0Y2I2NTUtNzc0My00MGMwLWIzNjUtOTE5ZGM2MmNmZWE02AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=0dc785a70f0a0067&srepoch=1738695632&from=searchresults,Eguisheim,9.3,48.0437864,7.3057051,"Offering quiet street views, Gîte de charme sur les remparts is an accommodation set in Eguisheim, 6.4 km from House of the Heads and 6.8 km from Saint-Martin Collegiate Church. The property features garden and city views, and is 5.6 km from Colmar Train Station. The property offers a 24-hour front desk and free WiFi is available throughout the property.

The 1-bedroom apartment is fitted with a living room with a flat-screen TV with satellite channels, a fully equipped kitchen with a microwave and a toaster, and 1 bathroom with slippers. A private entrance leads guests into the apartment, where they can enjoy some chocolates or cookies. The accommodation is non-smoking.

If you would like to discover the area, hiking is possible in the surroundings and the apartment can arrange a bicycle rental service.

Colmar Expo is 10 km from Gîte de charme sur les remparts, while Le Haut Koenigsbourg Castle is 34 km away. The nearest airport is EuroAirport Mulhouse Airport, 54 km from the accommodation."
"The Originals Boutique, Hôtel La Ferme du Pape, Eguisheim",https://www.booking.com/hotel/fr/hostellerie-du-pape.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9lZ3Vpc2hlaW1IM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4As7Hib0GwAIB0gIkZTA0Y2I2NTUtNzc0My00MGMwLWIzNjUtOTE5ZGM2MmNmZWE02AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=0dc785a70f0a0067&srepoch=1738695632&from=searchresults,Eguisheim,8.1,48.04228862011209,7.309451401233673,"The Originals Boutique, Hôtel La Ferme du Pape, Eguisheim is located at the gate of a charming village, in the heart of vineyards and a gourmet region. The hotel is situated 8 km from Colmar.

Rooms at the The Originals Boutique, Hôtel La Ferme du Pape, Eguisheim feature traditional decor and are equipped with modern amenities such as free WiFi  access.

The The Originals Boutique, Hôtel La Ferme du Pape, Eguisheim offers a shaded terrace where you can savour local specialities accompanied with wines from the region.

The hotel features a lift, free private parking and facilities for the disabled. The golf course and the tennis courts are 5 km from the hotel and the town swimming pool is 6 km away."
Adonis Hotel Strasbourg,https://www.booking.com/hotel/fr/adonis-ha-tel-strasbourg.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF9zdHJhc2JvdXJnSDNYBGhNiAEBmAEJuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALOx4m9BsACAdICJGJhMDBiMzc0LWRlOTItNDEzOC05YjMyLWQ1ZmJlNWY3ZjJjYtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=661c85a7dd060271&srepoch=1738695632&from=searchresults,Strasbourg,7.7,48.588664032462866,7.757167965282861,"Located in Strasbourg, Adonis Hôtel Strasbourg offers guest rooms with a modern or baroque décor and free Wi-Fi access. It is 2.4 km from Strasbourg Cathedral and 20 km from Strasbourg-Entzheim International Airport.

All of the rooms feature a flat-screen TV with satellite channels and a private bathroom.

A buffet breakfast is served each morning in the communal lounge, with an additional cost. There is a restaurant 200 metres from the hotel.

Public parking is possible near the hotel at an extra cost and A35 Motorway is 1.4 km away."
Hôtel le Grillon,https://www.booking.com/hotel/fr/grillonstrasbourg.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF9zdHJhc2JvdXJnSDNYBGhNiAEBmAEJuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALOx4m9BsACAdICJGJhMDBiMzc0LWRlOTItNDEzOC05YjMyLWQ1ZmJlNWY3ZjJjYtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=661c85a7dd060271&srepoch=1738695632&from=searchresults,Strasbourg,8.3,48.58389842897197,7.737652659416199,"This hotel is located in central Strasbourg, a 5-minute walk from the TGV train station and from Petite-France. It offers a wooden deck terrace and soundproofed accommodation with free Wi-Fi.

Guest rooms at the Grillon Hotel are individually decorated. They each have a TV with satellite channels and a private bathroom with a shower.

A breakfast buffet is served daily in the Grillon's dining room. The terrace also provides tables and chairs. In the evening you can enjoy a drink at the hotel bar.

The hotel also provides a 24-hour reception. A bicycle rental service is available on request. Place Kleber as well as the Museum of Modern and Contemporary Art are 700 metres away."
Au pied des remparts à Eguisheim,https://www.booking.com/hotel/fr/elsass-design-vintage.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9lZ3Vpc2hlaW1IM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4As7Hib0GwAIB0gIkZTA0Y2I2NTUtNzc0My00MGMwLWIzNjUtOTE5ZGM2MmNmZWE02AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=0dc785a70f0a0067&srepoch=1738695632&from=searchresults,Eguisheim,9.2,48.043006,7.30431620000002,"Offering quiet street views, Au pied des remparts à Eguisheim is an accommodation situated in Eguisheim, 7 km from Saint-Martin Collegiate Church and 10 km from Colmar Expo. The 2-star apartment has city views and is 6.6 km from House of the Heads. Free WiFi is available throughout the property and Colmar Train Station is 5.8 km away.

Boasting a game console, the apartment has a fully equipped kitchen with an oven, a microwave and a toaster, a living room, a dining area, 2 bedrooms, and 1 bathroom with a walk-in shower. Towels and bed linen are available in the apartment. This apartment is allergy-free and non-smoking.

Guests at the apartment will be able to enjoy activities in and around Eguisheim, like skiing, cycling and hiking. If you would like to discover the area, walking tours is possible in the surroundings.

Le Haut Koenigsbourg Castle is 35 km from Au pied des remparts à Eguisheim, while Parc Expo Mulhouse is 39 km from the property. EuroAirport Mulhouse Airport is 54 km away."
Hôtel L'Auberge Alsacienne,https://www.booking.com/hotel/fr/ha-tel-restaurant-l-auberge-alsacienne.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9lZ3Vpc2hlaW1IM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4As7Hib0GwAIB0gIkZTA0Y2I2NTUtNzc0My00MGMwLWIzNjUtOTE5ZGM2MmNmZWE02AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=0dc785a70f0a0067&srepoch=1738695632&from=searchresults,Eguisheim,8.6,48.042238408346414,7.309167757630348,"Located in the village of Eguisheim in the Alsace region, this hotel features modern rooms with private bathroom and a traditional restaurant. Free WiFi is available in the entire hotel.

The soundproofed rooms at Hôtel L'Auberge Alsacienne include a flat-screen TV with satellite channels. Hairdryer and free bathroom toiletries are also provided.

A buffet breakfast is served every morning in the dining room. The hotel’s restaurant offers typical Alsatian food with à la carte menus.

Eguisheim centre is only 300 metres away and Colmar SNCF Train Station is 6 km from the property. German frontier is very close and Freiburg is 1 hour’s drive."
Chambre Super Broussard,https://www.booking.com/hotel/fr/chambre-super-broussard.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9lZ3Vpc2hlaW1IM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4As7Hib0GwAIB0gIkZTA0Y2I2NTUtNzc0My00MGMwLWIzNjUtOTE5ZGM2MmNmZWE02AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=0dc785a70f0a0067&srepoch=1738695632&from=searchresults,Eguisheim,9.5,48.0424275,7.308131,"Set in Eguisheim, 5.3 km from Colmar Train Station and 6.1 km from House of the Heads, Chambre Super Broussard offers accommodation with free WiFi, air conditioning, a shared lounge and a terrace. It is situated 6.6 km from Saint-Martin Collegiate Church and features a shared kitchen.

The lodge is fitted with a flat-screen TV.

Colmar Expo is 9.2 km from the lodge, while Le Haut Koenigsbourg Castle is 33 km away. EuroAirport Mulhouse Airport is 54 km from the property."
Gîte Le Hissala,https://www.booking.com/hotel/fr/ga-r-te-le-hissala.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9lZ3Vpc2hlaW1IM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4As7Hib0GwAIB0gIkZTA0Y2I2NTUtNzc0My00MGMwLWIzNjUtOTE5ZGM2MmNmZWE02AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=0dc785a70f0a0067&srepoch=1738695632&from=searchresults,Eguisheim,8.5,48.043406948955734,7.307608723640442,"Located in Eguisheim, 5.4 km from Colmar Train Station and 6.3 km from House of the Heads, Gîte Le Hissala offers a garden and air conditioning. The property has city and inner courtyard views, and is 10 km from Colmar Expo. The property is non-smoking and is set 6.7 km from Saint-Martin Collegiate Church.

The holiday home with a terrace and garden views features 2 bedrooms, a living room, a flat-screen TV, an equipped kitchen with a dishwasher and an oven, and 1 bathroom with a walk-in shower. Providing free private parking, this 3-star holiday home also features free WiFi. There is also a seating area and a fireplace.

A minimarket is available at the holiday home.

Guests at the holiday home will be able to enjoy activities in and around Eguisheim, like hiking and walking tours.

Le Haut Koenigsbourg Castle is 35 km from Gîte Le Hissala, while Parc Expo Mulhouse is 38 km away. EuroAirport Mulhouse Airport is 54 km from the property."
Residence Inn by Marriott Strasbourg,https://www.booking.com/hotel/fr/residence-inn-by-marriott-strasbourg.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF9zdHJhc2JvdXJnSDNYBGhNiAEBmAEJuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALOx4m9BsACAdICJGJhMDBiMzc0LWRlOTItNDEzOC05YjMyLWQ1ZmJlNWY3ZjJjYtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=661c85a7dd060271&srepoch=1738695632&from=searchresults,Strasbourg,9.0,48.59899457007954,7.762173176616698,"Situated in Strasbourg, near Strasbourg Exhibition Centre, European Parliament and St. Paul's Church, Residence Inn by Marriott Strasbourg features a bar. Among the facilities of this property are a restaurant, a 24-hour front desk and a lift, along with free WiFi throughout the property. The aparthotel has facilities for disabled guests.

The aparthotel has a flat-screen TV. The kitchen features a dishwasher, a microwave and a toaster, as well as coffee machine and kettle. The accommodation offers an air conditioning, a heating and a private bathroom.

Breakfast is available each morning, and includes buffet, American and vegetarian options.

Guests can also relax on the sun terrace.

Jardin botanique de l'Université de Strasbourg is 2.5 km from the aparthotel, while Strasbourg Cathedral is 2.6 km from the property. Strasbourg International Airport is 13 km away."
ibis Grenoble Gare,https://www.booking.com/hotel/fr/ibis-grenoble-gare.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9ncmVub2JsZUgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCz8eJvQbAAgHSAiQ1Y2QzMGFmMi0wYmNiLTRhNjQtOTI1Mi02ODcyOTg5ODAwZDjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=685285a779e902fe&srepoch=1738695632&from=searchresults,Grenoble,7.5,45.19289800342784,5.717390924801293,"Set just 200 metres from Grenoble Train Station, ibis Grenoble Gare offers air-conditioned rooms with mountain views and free Wi-Fi. It has a 24-hour reception and you can enjoy a drink from the bar. It is a 5-minute walk from the city centre.

Decorated in a modern style, the guest rooms all include an LCD TV with satellite channels. Each is soundproofed and has  a telephone, desk and a private bathroom complete with a hairdryer.

A buffet breakfast composed of sweet and savoury dishes such as eggs, fruit salad, yogurts and juices is served every day. Pastries baked on site and fresh French Madeleine cakes are also on offer, as well as a hot beverage and a piece of fruit to take away. Outside of regular breakfast hours guests can also enjoy a lighter option, available from 04:00. Snacks and drinks can be ordered at any time from the 24-hour reception.

Private parking is available on site, at an extra cost. Grenoble Museum is only 1 km away and the Fort de la Bastille is 2 km from the hotel. Traditional French restaurants can be found within 400 metres.The property is 1.5 km from A480 highway."
Appartement Hagaki vue panoramique proche gare Netflix,https://www.booking.com/hotel/fr/appartement-hagaki-vue-panoramique-proche-gare.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9ncmVub2JsZUgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCz8eJvQbAAgHSAiQ1Y2QzMGFmMi0wYmNiLTRhNjQtOTI1Mi02ODcyOTg5ODAwZDjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=685285a779e902fe&srepoch=1738695632&from=searchresults,Grenoble,9.9,45.1931183,5.7167071,"Offering mountain views, Appartement Hagaki vue panoramique proche gare Netflix is an accommodation set in Grenoble, 600 metres from WTC Grenoble and 5.8 km from AlpExpo. Among the facilities at this property are a lift and full-day security, along with free WiFi throughout the property. The property is non-smoking and is located 300 metres from Grenoble Train Station.

The 1-bedroom apartment is equipped with a living room with a flat-screen TV with streaming services, a fully equipped kitchen with a dishwasher and a microwave, and 1 bathroom with a hair dryer. A private entrance leads guests into the apartment, where they can enjoy some fruits and chocolates or cookies. The property offers river views.

Both a bicycle rental service and a car rental service are available at the apartment, while skiing and walking tours can be enjoyed nearby.

Alps Stadium is 2.6 km from Appartement Hagaki vue panoramique proche gare Netflix, while The Bastille Grenoble is 4.4 km away. Alpes–Isère Airport is 46 km from the property."
Le P'tit Grenette,https://www.booking.com/hotel/fr/le-p-tit-grenette.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9ncmVub2JsZUgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCz8eJvQbAAgHSAiQ1Y2QzMGFmMi0wYmNiLTRhNjQtOTI1Mi02ODcyOTg5ODAwZDjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=685285a779e902fe&srepoch=1738695632&from=searchresults,Grenoble,9.2,45.1912001,5.7279829,"Located in the centre of Grenoble, just 1.2 km from Grenoble Train Station and 1.5 km from WTC Grenoble, Le P'tit Grenette provides accommodation with city views and free WiFi. The property is set 1.4 km from Alps Stadium, 1.8 km from The Bastille Grenoble and 5.7 km from Summum. The property is non-smoking and is situated 5.5 km from AlpExpo.

This air-conditioned apartment comes with 1 bedroom, a cable flat-screen TV, a dining area, and a fully equipped kitchen.

There is a coffee shop, and a minimarket is also available. During the colder months, guests can enjoy winter sports in the surrounding area.

Col de Parménie is 34 km from the apartment. Alpes–Isère Airport is 47 km away."
"HYPERCENTRE, agréable T2 style LOFT , FIBRE",https://www.booking.com/hotel/fr/hypercentre-agreable-t2-style-loft-fibre.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9ncmVub2JsZUgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCz8eJvQbAAgHSAiQ1Y2QzMGFmMi0wYmNiLTRhNjQtOTI1Mi02ODcyOTg5ODAwZDjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=685285a779e902fe&srepoch=1738695632&from=searchresults,Grenoble,8.5,45.1891484,5.7302102999999995,"HYPERCENTRE, agréable T2 style LOFT, FIBRE in Grenoble provides accommodation with free WiFi, 1.8 km from WTC Grenoble, 5.3 km from AlpExpo and 1.1 km from Alps Stadium. The property is around 4.3 km from The Bastille Grenoble, 5.5 km from Summum and 34 km from Col de Parménie. The property is 300 metres from the city centre and 1.5 km from Grenoble Train Station.

The apartment is located on the ground floor and comes with 1 bedroom, a flat-screen TV and a fully equipped kitchen that provides guests with a dishwasher, an oven, a washing machine, a microwave and a fridge. Towels and bed linen are provided in the apartment. The accommodation is non-smoking.

During the colder months, guests can enjoy winter sports in the surrounding area.

Alpes–Isère Airport is 47 km away."
Appartement cosy dans les rues piétonnes,https://www.booking.com/hotel/fr/studio-entierement-renove-dans-les-rue-pietonnes.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9ncmVub2JsZUgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCz8eJvQbAAgHSAiQ1Y2QzMGFmMi0wYmNiLTRhNjQtOTI1Mi02ODcyOTg5ODAwZDjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=685285a779e902fe&srepoch=1738695632&from=searchresults,Grenoble,9.0,45.1896541,5.7279924,"In the Grenoble City Centre district of Grenoble, close to WTC Grenoble, Appartement cosy dans les rues piétonnes has free WiFi and a washing machine. Guests staying at this apartment have access to a balcony. The property is 200 metres from the city centre and 1.3 km from Grenoble Train Station.

The apartment is composed of 1 bedroom, a fully equipped kitchen, and 1 bathroom. A flat-screen TV is offered. The accommodation is non-smoking.

During the colder months, guests can enjoy winter sports in the surrounding area.

A car rental service is available at the apartment.

AlpExpo is 5.4 km from Appartement cosy dans les rues piétonnes, while Alps Stadium is 1.3 km from the property. Alpes–Isère Airport is 47 km away."
